t, t_system, base_utc_sec, base_utc_nano, base_ypr_0,base_ypr_1,base_ypr_2,base_a_0,base_a_1,base_a_2,base_W_0,base_W_1,base_W_2,base_llh_0,base_llh_1,base_llh_2,base_status, base_sats, base_ane_0,base_ane_1,base_ane_2,ypr_0,ypr_1,ypr_2,a_0,a_1,a_2,W_0,W_1,W_2,rtk_x_0,rtk_x_1,rtk_x_2,rtk_v_0,rtk_v_1,rtk_v_2,llh_0,llh_1,llh_2,status, sats, utc_sec, utc_nano, ane1_0,ane1_1,ane1_2,ane2_0,ane2_1,ane2_2,idx1, idx2, 
0.416,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.51163864135742,1.1472618579864502,-2.934321403503418,0.18540842831134796,0.5002922415733337,-9.743062019348145,-0.000766572542488575,-0.0002567365299910307,-0.0011901091784238815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.436,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.510372161865234,1.1470541954040527,-2.9346721172332764,0.1896459460258484,0.508210301399231,-9.743574142456055,-0.0011228964431211352,8.422485552728176e-05,-0.0022491682320833206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.457,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.508060455322266,1.1462949514389038,-2.936595916748047,0.1975606381893158,0.4903608560562134,-9.697135925292969,-0.0008911708137020469,-0.0008915571961551905,-0.0009658383205533028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.477,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.50221252441406,1.1455355882644653,-2.9383435249328613,0.22492782771587372,0.5163013935089111,-9.715315818786621,-0.0029101120308041573,-0.0006668081041425467,-0.0017779860645532608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.498,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.50116729736328,1.1465975046157837,-2.939948081970215,0.17965734004974365,0.4817660450935364,-9.712031364440918,-0.0014460912207141519,0.0005520839476957917,-0.0001514507457613945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.518,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.500755310058594,1.1467392444610596,-2.9425063133239746,0.23063859343528748,0.48208409547805786,-9.723576545715332,-0.0011903512058779597,-0.0005946184974163771,-0.0002597859129309654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.538,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.496952056884766,1.1463580131530762,-2.9421370029449463,0.19632108509540558,0.5170720815658569,-9.72885799407959,-0.0007053836015984416,-0.0009171892888844013,-0.0019955821335315704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.559,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.496952056884766,1.1463580131530762,-2.9421370029449463,0.19632108509540558,0.5170720815658569,-9.72885799407959,-0.0007053836015984416,-0.0009171892888844013,-0.0019955821335315704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.58,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.49073791503906,1.1491477489471436,-2.9413158893585205,0.21040433645248413,0.48712122440338135,-9.710604667663574,0.0006340467371046543,0.0011830221628770232,-0.0007595065981149673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.6,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.491214752197266,1.1494122743606567,-2.9406211376190186,0.17794199287891388,0.49039924144744873,-9.711581230163574,0.001385822193697095,-0.00043881707824766636,-0.0003525475040078163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.62,232823,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.487586975097656,1.1482640504837036,-2.940178155899048,0.18041211366653442,0.49824851751327515,-9.684661865234375,-0.0012148324167355895,0.00017964618746191263,-0.0012574279680848122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.641,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.48530197143555,1.1491013765335083,-2.93998384475708,0.1790250837802887,0.48759371042251587,-9.727994918823242,-0.0002879288513213396,0.0016600724775344133,-0.0017055859789252281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.661,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.48312759399414,1.149184226989746,-2.9398367404937744,0.17955121397972107,0.5300015807151794,-9.711326599121094,-0.00014253216795623302,0.001420394517481327,-0.001739046536386013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.681,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.485321044921875,1.149114727973938,-2.940800666809082,0.20579710602760315,0.47333648800849915,-9.717103004455566,-0.0014445153065025806,0.00020171015057712793,-0.0006231730803847313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.702,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.487327575683594,1.1492871046066284,-2.9411327838897705,0.20278051495552063,0.4778527319431305,-9.73393726348877,-0.0013143825344741344,-0.0007026640232652426,9.397231042385101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.722,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.47715759277344,1.1487449407577515,-2.9440743923187256,0.19090431928634644,0.4976849853992462,-9.720010757446289,-0.001987761352211237,-0.0008185065817087889,-0.0017396770417690277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.742,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.47849655151367,1.149107813835144,-2.9449703693389893,0.19148722290992737,0.48760706186294556,-9.696331977844238,-0.0012726137647405267,0.0002352776937186718,-0.0016734953969717026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.762,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.472557067871094,1.149456262588501,-2.944843053817749,0.19202321767807007,0.479786217212677,-9.697221755981445,0.0011063460260629654,-0.00028977240435779095,-0.0009308485314249992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.783,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.474185943603516,1.1501096487045288,-2.9434971809387207,0.20607568323612213,0.5116837024688721,-9.712394714355469,0.0009942923206835985,0.000658645760267973,-0.0007645925506949425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.803,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.47344970703125,1.1512043476104736,-2.9418535232543945,0.19705210626125336,0.47852233052253723,-9.697943687438965,0.002794053638353944,0.0012631169520318508,0.00023519061505794525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.824,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.472103118896484,1.1528784036636353,-2.940718412399292,0.20112216472625732,0.5031367540359497,-9.686943054199219,0.0008414789335802197,-0.0014729630202054977,-7.207784801721573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.844,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.47331237792969,1.1527262926101685,-2.940810203552246,0.18145926296710968,0.4898573160171509,-9.764326095581055,0.00011497293598949909,-0.0009585309308022261,-0.0006540203467011452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.864,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.473960876464844,1.150557518005371,-2.941518545150757,0.18700264394283295,0.513573408126831,-9.705463409423828,-0.0008076501544564962,-0.0015606796368956566,-0.000626743771135807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.885,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.471160888671875,1.1509106159210205,-2.945439338684082,0.19157375395298004,0.4958258271217346,-9.714695930480957,3.087427467107773e-05,-0.00023068324662745,-0.0013200826942920685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.905,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.46815490722656,1.1509459018707275,-2.945152759552002,0.22459515929222107,0.5174720883369446,-9.723084449768066,0.0009676007321104407,0.0010137410135939717,-0.0005882196128368378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.926,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.463539123535156,1.1520682573318481,-2.943316698074341,0.20929241180419922,0.482556015253067,-9.692039489746094,0.003258140292018652,0.0008749254047870636,-0.0019343951717019081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.946,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.46163558959961,1.1544054746627808,-2.943075656890869,0.18422222137451172,0.5042485594749451,-9.714393615722656,-0.002685131970793009,-0.0005255597643554211,-0.0024489397183060646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.967,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.46163558959961,1.1544054746627808,-2.943075656890869,0.18422222137451172,0.5042485594749451,-9.714393615722656,-0.002685131970793009,-0.0005255597643554211,-0.0024489397183060646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
0.988,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.45753479003906,1.1516555547714233,-2.9491138458251953,0.17333835363388062,0.4832037687301636,-9.719622611999512,-0.0009681591764092445,0.0006951700197532773,-0.0011624153703451157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.008,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.45421600341797,1.1516697406768799,-2.949134588241577,0.20036737620830536,0.48606425523757935,-9.735249519348145,0.00023603742010891438,0.0007950260769575834,-0.001445668749511242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.029,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.45243453979492,1.1531368494033813,-2.9482386112213135,0.2219237983226776,0.5041533708572388,-9.730610847473145,-0.0002740495838224888,0.0017067240551114082,-0.0010752221569418907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.049,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.45034408569336,1.1539433002471924,-2.948374032974243,0.19761040806770325,0.5060719847679138,-9.744232177734375,-0.00024491804651916027,0.001233627088367939,-0.0012657493352890015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.069,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.44759750366211,1.1557120084762573,-2.9480550289154053,0.21062800288200378,0.4751877188682556,-9.710232734680176,0.0007033990696072578,0.00011397362686693668,-0.0023178700357675552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.089,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.44315719604492,1.1575731039047241,-2.9472413063049316,0.18738213181495667,0.5036089420318604,-9.71279525756836,0.0020901947282254696,0.0007004428189247847,-0.0029458319768309593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.11,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.444129943847656,1.1576900482177734,-2.9451210498809814,0.1994035840034485,0.4989890456199646,-9.721918106079102,0.0005589183419942856,4.357076250016689e-05,-0.001813214272260666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.13,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.44258499145508,1.157607913017273,-2.944986581802368,0.1992560625076294,0.5053391456604004,-9.718070030212402,-0.0012111940886825323,-0.000672914320603013,-0.0012420928105711937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.151,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.44192886352539,1.157188892364502,-2.945730209350586,0.1726534515619278,0.4745301604270935,-9.75721549987793,-0.0031004734337329865,0.0007948677521198988,-0.000202057883143425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.171,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.43899917602539,1.1581292152404785,-2.949096918106079,0.20601141452789307,0.4763915240764618,-9.707805633544922,-0.0033526020124554634,0.00010112416930496693,-0.0018130289390683174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
1.191,232824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57.435821533203125,1.1585015058517456,-2.952854871749878,0.20667670667171478,0.48724913597106934,-9.764663696289062,-0.0025796107947826385,0.00032928516156971455,0.0005885977298021317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
